adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price,mp_commoditysource
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,8,2012,250,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,9,2012,320,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,10,2012,320,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,11,2012,250,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,12,2012,250,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,1,2013,250,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,6,2013,250,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,8,2013,250,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,9,2013,280,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,10,2013,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,12,2013,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,1,2014,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,2,2014,325,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,3,2014,350,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,5,2014,380,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,6,2014,400,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,7,2014,400,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,8,2014,395,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,9,2014,390,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,10,2014,350,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,11,2014,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,12,2014,350,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,1,2015,350,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,2,2015,290,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,3,2015,310,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,66,Beans (white),31,YER,15,Retail,5,KG,4,2015,340,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,4,2012,30,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,5,2012,30,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,6,2012,30,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,7,2012,30,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,8,2012,30,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,9,2012,30,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,10,2012,30,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,11,2012,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,12,2012,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,1,2013,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,6,2013,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,8,2013,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,9,2013,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,10,2013,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,12,2013,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,1,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,2,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,3,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,5,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,6,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,7,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,8,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,9,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,10,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,11,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,12,2014,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,1,2015,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,2,2015,28.75,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,3,2015,35,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,92,Eggs,31,YER,15,Retail,33,Unit,4,2015,45,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,6,2013,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,8,2013,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,9,2013,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,10,2013,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,12,2013,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,1,2014,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,2,2014,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,3,2014,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,5,2014,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,6,2014,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,7,2014,100,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,8,2014,195,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,9,2014,165,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,10,2014,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,11,2014,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,12,2014,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,1,2015,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,2,2015,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,3,2015,180,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,4,2015,450,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,5,2015,285,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,6,2015,294,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,7,2015,337.5,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,8,2015,450,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,9,2015,600,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,10,2015,600,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,11,2015,600,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,12,2015,368,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,1,2016,260,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,2,2016,200,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,284,Fuel (diesel),31,YER,15,Retail,15,L,3,2016,180,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,6,2013,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,8,2013,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,9,2013,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,10,2013,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,12,2013,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,1,2014,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,2,2014,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,3,2014,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,5,2014,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,6,2014,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,7,2014,125,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,8,2014,200,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,9,2014,170,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,10,2014,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,11,2014,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,12,2014,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,1,2015,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,2,2015,150,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,3,2015,200,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,4,2015,500,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,5,2015,265,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,6,2015,250,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,7,2015,275,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,8,2015,466.6667,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,9,2015,650,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,10,2015,650,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,11,2015,650,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,12,2015,364,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,1,2016,300,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,2,2016,220,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,285,Fuel (petrol-gasoline),31,YER,15,Retail,15,L,3,2016,201,WFP Sub-Offices
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,4,2012,380,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,5,2012,380,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,6,2012,380,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,7,2012,350,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,8,2012,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,9,2012,320,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,10,2012,320,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,11,2012,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,12,2012,380,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,1,2013,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,6,2013,320,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,8,2013,320,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,9,2013,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,10,2013,320,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,12,2013,300,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,1,2014,350,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,2,2014,350,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,3,2014,375,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,5,2014,390,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,6,2014,400,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,7,2014,400,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,8,2014,390,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,9,2014,380,WFP Sub-office
269,Yemen,144969,$Amanat Al Asimah,197,Sana'a City,108,Lentils,31,YER,15,Retail,5,KG,10,2014,350,WFP Sub-office
