21,"Appeal for material cooperation, not specified below",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"Appeal for diplomatic cooperation, such as policy support",6.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,4.0,17.0,20.0,4.0,13.0,22.0,8.0,15.0,6.0,9.0,11.0,4.0,7.0,12.0,9.0,0.0,2.0,3.0,4.0,1.0,1.0,15.0,12.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,5.0,6.0,9.0,3.0,1.0,12.0,2.0,0.0,5.0,4.0,2.0,6.0,3.0,1.0,45.0,7.0,5.0,4.0,3.0,22.0,25.0,61.0,16.0,7.0,14.0,11.0,2.0,5.0,0.0,2.0,20.0,3.0,10.0,11.0,0.0
23,"Appeal for aid, not specified below",4.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,4.0,20.0,3.0,1.0,1.0,3.0,15.0,6.0,0.0,6.0,0.0,1.0,4.0,1.0,12.0,5.0,0.0,27.0,4.0,4.0,5.0,6.0,10.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,11.0,7.0,5.0,3.0,3.0,23.0,5.0,1.0,0.0,1.0,2.0,4.0,1.0,2.0,2.0,6.0,3.0,40.0,0.0,1.0,34.0,59.0,24.0,24.0,3.0,29.0,7.0,1.0,4.0,3.0,8.0,7.0,6.0,3.0,0.0
24,"Appeal for political reform, not specified below",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Appeal to yield,7.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,3.0,12.0,1.0,15.0,12.0,26.0,27.0,26.0,35.0,5.0,8.0,21.0,4.0,10.0,1.0,1.0,0.0,5.0,2.0,10.0,1.0,7.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,1.0,0.0,9.0,6.0,1.0,15.0,4.0,4.0,1.0,1.0,6.0,9.0,3.0,4.0,1.0,0.0,3.0,23.0,12.0,0.0,5.0,11.0,15.0,29.0,46.0,64.0,2.0,4.0,11.0,13.0,18.0,2.0,4.0,7.0,16.0,14.0,6.0,0.0
26,Appeal to others to meet or negotiate,29.0,11.0,8.0,10.0,0.0,5.0,7.0,1.0,7.0,7.0,23.0,14.0,47.0,84.0,90.0,10.0,62.0,65.0,16.0,28.0,14.0,25.0,3.0,13.0,23.0,28.0,10.0,24.0,3.0,5.0,7.0,10.0,7.0,6.0,10.0,21.0,11.0,25.0,4.0,5.0,3.0,4.0,30.0,13.0,9.0,7.0,6.0,6.0,9.0,6.0,19.0,14.0,10.0,6.0,20.0,5.0,16.0,8.0,25.0,20.0,31.0,74.0,171.0,122.0,31.0,10.0,16.0,18.0,9.0,2.0,27.0,56.0,9.0,23.0,34.0,4.0
27,Appeal to others to settle dispute,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,11.0,6.0,8.0,26.0,10.0,5.0,11.0,4.0,13.0,12.0,2.0,4.0,5.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,27.0,11.0,1.0,1.0,10.0,9.0,19.0,71.0,19.0,16.0,11.0,12.0,3.0,0.0,2.0,10.0,3.0,0.0,14.0,4.0,0.0
28,Appeal to others to engage in or accept mediation,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,8.0,27.0,5.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
30,"Express intent to cooperate, not specified below",134.0,14.0,19.0,15.0,21.0,41.0,33.0,46.0,141.0,77.0,69.0,64.0,39.0,122.0,173.0,221.0,94.0,74.0,44.0,75.0,83.0,106.0,35.0,42.0,127.0,41.0,50.0,130.0,75.0,31.0,26.0,61.0,46.0,59.0,30.0,28.0,29.0,26.0,8.0,23.0,32.0,22.0,71.0,56.0,28.0,47.0,62.0,51.0,42.0,33.0,42.0,32.0,42.0,34.0,62.0,136.0,70.0,49.0,36.0,205.0,101.0,277.0,293.0,257.0,148.0,145.0,119.0,127.0,114.0,63.0,116.0,118.0,44.0,119.0,125.0,23.0
31,"Express intent to engage in material cooperation,  not specified below",16.0,0.0,9.0,8.0,5.0,0.0,1.0,4.0,21.0,8.0,3.0,3.0,7.0,31.0,17.0,4.0,15.0,3.0,6.0,3.0,22.0,19.0,9.0,6.0,1.0,1.0,2.0,7.0,0.0,2.0,9.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,7.0,6.0,0.0,9.0,1.0,9.0,3.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,12.0,4.0,4.0,5.0,6.0,0.0,2.0,11.0,12.0,3.0,0.0,1.0,2.0,1.0,9.0,9.0,0.0,0.0
32,Express intent to provide diplomatic cooperation such as policy support,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,12.0,31.0,46.0,15.0,13.0,5.0,10.0,5.0,14.0,2.0,0.0,14.0,3.0,3.0,3.0,1.0,2.0,0.0,11.0,1.0,4.0,3.0,6.0,4.0,4.0,0.0,0.0,0.0,4.0,9.0,4.0,0.0,1.0,2.0,3.0,2.0,5.0,14.0,1.0,2.0,0.0,1.0,4.0,17.0,0.0,3.0,3.0,3.0,9.0,102.0,22.0,4.0,11.0,3.0,9.0,3.0,19.0,3.0,0.0,8.0,0.0,17.0,0.0
33,"Express intent to provide matyerial aid, not specified below",6.0,0.0,5.0,2.0,0.0,3.0,2.0,0.0,3.0,3.0,7.0,9.0,0.0,5.0,4.0,8.0,5.0,2.0,0.0,0.0,2.0,10.0,5.0,33.0,10.0,10.0,1.0,52.0,9.0,1.0,1.0,17.0,1.0,6.0,1.0,14.0,5.0,9.0,2.0,0.0,1.0,5.0,1.0,6.0,2.0,18.0,2.0,3.0,1.0,1.0,15.0,3.0,0.0,1.0,1.0,8.0,4.0,5.0,1.0,3.0,11.0,19.0,22.0,65.0,17.0,13.0,6.0,27.0,9.0,11.0,11.0,8.0,13.0,2.0,1.0,4.0
34,"Express intent to institute political reform, not specified below",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"Express intent to yield, not specified below",1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,10.0,25.0,2.0,16.0,4.0,0.0,1.0,4.0,9.0,2.0,4.0,6.0,3.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,8.0,26.0,17.0,13.0,2.0,0.0,3.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0
36,Express intent to meet or negotiate,97.0,24.0,47.0,37.0,30.0,61.0,59.0,130.0,113.0,75.0,87.0,171.0,151.0,179.0,289.0,171.0,382.0,93.0,85.0,85.0,119.0,141.0,144.0,283.0,110.0,110.0,101.0,111.0,66.0,51.0,52.0,109.0,50.0,76.0,26.0,73.0,33.0,70.0,44.0,30.0,20.0,96.0,132.0,80.0,45.0,58.0,67.0,85.0,89.0,50.0,106.0,46.0,36.0,37.0,80.0,99.0,88.0,47.0,75.0,189.0,180.0,484.0,751.0,453.0,362.0,160.0,231.0,246.0,161.0,130.0,252.0,156.0,95.0,197.0,165.0,14.0
37,Express intent to settle dispute,2.0,1.0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,3.0,1.0,6.0,3.0,10.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,13.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,6.0,1.0,7.0,19.0,6.0,25.0,3.0,0.0,21.0,21.0,7.0,32.0,0.0,1.0,9.0,20.0,3.0
38,Express intent to accept mediation,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,2.0,71.0,37.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,Express intent to mediate,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
40,"Consult, not specified below",511.0,81.0,172.0,131.0,184.0,215.0,358.0,515.0,641.0,394.0,574.0,620.0,620.0,541.0,724.0,431.0,599.0,394.0,194.0,386.0,367.0,288.0,225.0,299.0,293.0,480.0,302.0,427.0,252.0,312.0,159.0,357.0,272.0,280.0,190.0,242.0,231.0,239.0,62.0,88.0,184.0,296.0,558.0,340.0,181.0,276.0,213.0,199.0,240.0,286.0,360.0,270.0,257.0,173.0,213.0,314.0,266.0,247.0,293.0,579.0,559.0,1289.0,1722.0,1195.0,641.0,450.0,514.0,573.0,574.0,273.0,434.0,514.0,282.0,649.0,590.0,82.0
41,Discuss by telephone,18.0,5.0,0.0,7.0,2.0,11.0,6.0,22.0,25.0,49.0,4.0,6.0,61.0,68.0,66.0,79.0,90.0,18.0,21.0,17.0,17.0,10.0,14.0,8.0,9.0,15.0,7.0,13.0,5.0,14.0,2.0,12.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,23.0,33.0,5.0,12.0,1.0,15.0,2.0,12.0,17.0,4.0,15.0,11.0,14.0,2.0,3.0,27.0,13.0,2.0,0.0,23.0,14.0,43.0,106.0,27.0,17.0,15.0,24.0,59.0,13.0,6.0,13.0,2.0,2.0,5.0,22.0,0.0
42,Make a visit,270.0,46.0,141.0,169.0,71.0,110.0,269.0,264.0,438.0,525.0,268.0,392.0,400.0,397.0,433.0,408.0,928.0,427.0,306.0,566.0,387.0,401.0,262.0,935.0,484.0,346.0,379.0,374.0,267.0,222.0,144.0,420.0,245.0,211.0,142.0,182.0,189.0,160.0,77.0,92.0,134.0,347.0,437.0,279.0,250.0,237.0,257.0,267.0,238.0,336.0,257.0,324.0,228.0,290.0,269.0,327.0,202.0,332.0,1181.0,538.0,492.0,1364.0,2189.0,1122.0,777.0,553.0,1256.0,1150.0,712.0,600.0,681.0,723.0,336.0,708.0,536.0,67.0
43,Host a visit,397.0,88.0,175.0,213.0,115.0,168.0,329.0,311.0,512.0,537.0,303.0,710.0,652.0,676.0,560.0,557.0,940.0,463.0,459.0,673.0,409.0,439.0,343.0,431.0,631.0,431.0,383.0,537.0,242.0,241.0,176.0,379.0,265.0,274.0,262.0,297.0,212.0,162.0,82.0,113.0,267.0,303.0,697.0,355.0,324.0,314.0,259.0,307.0,259.0,333.0,377.0,401.0,360.0,249.0,277.0,435.0,379.0,598.0,1143.0,1288.0,614.0,1684.0,3036.0,1545.0,682.0,847.0,1090.0,1280.0,909.0,954.0,720.0,948.0,509.0,722.0,687.0,93.0
44,Meet at a Ã’hirdÃ“location,6.0,2.0,0.0,32.0,4.0,2.0,1.0,7.0,27.0,6.0,8.0,20.0,1.0,3.0,6.0,1.0,14.0,7.0,7.0,1.0,0.0,7.0,1.0,14.0,14.0,3.0,7.0,34.0,21.0,10.0,0.0,17.0,1.0,3.0,2.0,6.0,2.0,8.0,4.0,7.0,0.0,12.0,1.0,1.0,5.0,3.0,0.0,9.0,8.0,0.0,1.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,20.0,40.0,16.0,17.0,15.0,4.0,1.0,2.0,7.0,2.0,0.0,50.0,3.0,20.0,9.0,0.0
45,Mediate,7.0,1.0,1.0,1.0,8.0,8.0,6.0,1.0,2.0,8.0,6.0,0.0,11.0,12.0,88.0,110.0,45.0,14.0,14.0,16.0,13.0,63.0,31.0,9.0,49.0,8.0,15.0,14.0,10.0,20.0,0.0,6.0,6.0,4.0,2.0,16.0,4.0,14.0,1.0,4.0,11.0,9.0,5.0,1.0,4.0,28.0,0.0,14.0,34.0,23.0,11.0,29.0,12.0,7.0,8.0,87.0,44.0,30.0,28.0,19.0,65.0,74.0,130.0,48.0,50.0,68.0,18.0,43.0,43.0,9.0,77.0,31.0,16.0,14.0,37.0,5.0
46,Engage in negotiation,303.0,69.0,105.0,86.0,80.0,131.0,281.0,200.0,292.0,288.0,220.0,242.0,335.0,274.0,512.0,170.0,263.0,226.0,124.0,191.0,122.0,122.0,84.0,159.0,222.0,373.0,232.0,226.0,116.0,154.0,83.0,288.0,165.0,145.0,141.0,143.0,174.0,159.0,60.0,76.0,124.0,153.0,279.0,153.0,174.0,126.0,86.0,101.0,93.0,133.0,185.0,159.0,155.0,71.0,139.0,186.0,98.0,179.0,116.0,324.0,416.0,784.0,845.0,736.0,522.0,266.0,255.0,275.0,347.0,147.0,462.0,252.0,171.0,302.0,445.0,113.0
50,"Engage in diplomatic cooperation, not specified below",55.0,21.0,18.0,9.0,12.0,29.0,13.0,47.0,98.0,57.0,38.0,54.0,58.0,85.0,86.0,53.0,43.0,63.0,34.0,128.0,31.0,77.0,23.0,49.0,33.0,40.0,73.0,46.0,32.0,66.0,44.0,26.0,36.0,25.0,34.0,36.0,21.0,13.0,9.0,14.0,31.0,31.0,89.0,68.0,28.0,33.0,38.0,40.0,27.0,47.0,46.0,64.0,38.0,31.0,41.0,98.0,63.0,49.0,67.0,88.0,159.0,252.0,301.0,201.0,86.0,112.0,111.0,68.0,67.0,50.0,79.0,86.0,44.0,106.0,69.0,18.0
51,Praise or endorse,264.0,48.0,111.0,134.0,70.0,75.0,186.0,157.0,323.0,269.0,166.0,237.0,580.0,630.0,550.0,340.0,638.0,271.0,193.0,294.0,331.0,247.0,135.0,271.0,290.0,207.0,217.0,288.0,204.0,175.0,131.0,202.0,178.0,168.0,195.0,170.0,228.0,192.0,59.0,81.0,120.0,192.0,277.0,195.0,189.0,199.0,167.0,157.0,182.0,159.0,176.0,225.0,170.0,144.0,218.0,373.0,379.0,264.0,260.0,379.0,429.0,1004.0,1609.0,731.0,395.0,517.0,428.0,501.0,671.0,425.0,436.0,669.0,459.0,424.0,405.0,52.0
52,Defend verbally,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,4.0,6.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,8.0,0.0,6.0,5.0,0.0,3.0,0.0,0.0,1.0,10.0,2.0,23.0,23.0,10.0,1.0,1.0,6.0,0.0,8.0,10.0,3.0,12.0,31.0,7.0,7.0,11.0,3.0,8.0,0.0,8.0,0.0,27.0,3.0,0.0,7.0,0.0
53,Rally support on behalf of,1.0,2.0,5.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,0.0,54.0,8.0,3.0,20.0,11.0,7.0,5.0,11.0,5.0,5.0,4.0,7.0,0.0,7.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,3.0,8.0,17.0,16.0,1.0,0.0,2.0,6.0,6.0,18.0,4.0,3.0,6.0,5.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
54,Grant diplomatic recognition,2.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,24.0,8.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,12.0,9.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
55,Apologize,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,11.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,29.0,5.0,2.0,0.0,0.0,0.0,4.0,1.0,77.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,36.0,10.0,0.0,12.0,7.0,0.0,7.0,0.0,0.0,4.0,9.0,1.0,0.0,6.0,0.0,0.0,6.0,6.0,8.0,1.0,3.0,4.0,4.0,1.0,0.0,4.0,8.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
56,Forgive,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,7.0,0.0,2.0,2.0,0.0,26.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0
