MonthYear,EventCode,N_events
201007,015,1
201007,111,12
201007,011,2
201007,0841,5
201007,071,9
201007,084,5
201007,043,45
201007,017,4
201007,073,1
201007,051,27
201007,060,7
201007,110,3
201007,190,8
201007,180,1
201007,191,3
201007,016,1
201007,057,2
201007,042,50
201007,036,15
201007,125,2
201008,010,236
201008,056,3
201008,111,16
201008,072,6
201008,138,1
201008,018,12
201008,060,25
201008,031,3
201008,012,29
201008,080,27
201008,190,99
201008,020,94
201008,153,4
201008,1821,16
201008,051,144
201008,0813,1
201008,0332,2
201008,045,3
201008,0833,1
201008,128,12
201008,011,1
201008,050,9
201008,173,61
201008,180,14
201008,064,1
201008,030,25
201008,055,2
201008,1233,2
201008,114,12
201008,044,1
201008,074,1
201008,100,14
201008,071,46
201008,120,46
201008,139,1
201008,145,1
201008,130,20
201008,057,44
201008,0841,27
201008,0331,3
201008,061,2
201008,022,7
201008,181,1
201008,193,1
201008,1043,2
201008,0233,1
201008,106,9
201008,084,13
201008,023,3
201008,192,2
201008,0831,10
201008,033,3
201008,122,6
201008,042,145
201008,112,95
201008,125,1
201008,041,3
201008,046,57
201008,182,1
201008,091,2
201008,0231,1
201008,174,2
201008,090,27
201008,016,6
201008,070,29
201008,032,1
201008,014,15
201008,0234,2
201008,110,52
201008,054,1
201008,160,3
201008,040,76
201008,073,3
201008,1723,6
201008,062,2
201008,053,4
201008,094,9
201008,036,72
201008,026,7
201008,163,2
201008,0874,2
201008,043,145
201008,015,14
201008,017,9
201008,013,84
201008,172,3
201008,171,1
201008,141,3
201008,025,5
201009,0874,1
201009,043,136
201009,011,1
201009,061,4
201009,036,28
201009,090,11
201009,0241,1
201009,057,8
201009,163,22
201009,071,19
201009,1821,1
201009,193,3
201009,180,6
201009,060,8
201009,045,2
201009,020,62
201009,0873,1
201009,166,1
201009,120,17
201009,161,1
201009,154,2
201009,070,28
201009,062,1
201009,141,6
201009,018,2
201009,014,3
201009,033,1
201009,022,4
201009,013,53
201009,1041,1
201009,173,26
201009,017,10
201009,042,105
201009,111,11
201009,171,1
201009,172,7
201009,085,8
201009,072,5
201009,190,14
201009,112,16
201009,040,51
201009,128,4
201009,028,2
201009,012,16
201009,050,9
201009,031,3
201009,025,1
201009,055,4
201009,080,6
201009,114,1
201009,010,147
201009,0353,3
201009,160,1
201009,0831,3
201009,051,129
201009,110,13
201009,145,2
201009,0356,1
201009,192,1
201009,032,1
201009,026,6
201009,084,3
201009,046,14
201009,016,2
201009,056,4
201009,0841,11
201009,054,4
201009,0833,1
201009,130,14
201009,030,26
201009,0256,2
201009,125,3
201009,082,2
201009,100,11
201010,090,12
201010,0831,3
201010,056,1
201010,053,3
201010,114,14
201010,162,1
201010,040,50
201010,026,4
201010,112,5
201010,150,6
201010,014,4
201010,085,3
201010,043,66
201010,010,102
201010,115,2
201010,044,5
201010,012,14
201010,045,2
201010,1712,2
201010,020,49
201010,046,25
201010,0874,1
201010,120,9
201010,1821,2
201010,042,72
201010,054,4
201010,084,2
201010,080,7
201010,193,2
201010,030,13
201010,073,2
201010,061,4
201010,163,1
201010,145,4
201010,032,1
201010,0871,2
201010,0311,2
201010,141,2
201010,0214,4
201010,110,15
201010,070,26
201010,0211,2
201010,111,13
201010,050,10
201010,100,6
201010,036,15
201010,013,31
201010,130,4
201010,0841,10
201010,074,2
201010,125,3
201010,190,7
201010,033,4
201010,015,4
201010,173,18
201010,071,19
201010,072,1
201010,055,1
201010,051,71
201010,160,2
201010,128,1
201010,017,9
201010,057,18
201010,031,5
201010,060,5
201011,0874,2
201011,015,1
201011,0211,3
201011,071,13
201011,182,1
201011,0214,1
201011,0311,3
201011,043,132
201011,141,3
201011,114,9
201011,054,8
201011,040,73
201011,033,2
201011,036,44
201011,057,9
201011,027,1
201011,045,3
201011,180,5
201011,018,1
201011,193,3
201011,0841,4
201011,011,2
201011,030,16
201011,112,11
201011,080,11
201011,082,1
201011,090,18
201011,111,21
201011,120,13
201011,1821,4
201011,0231,3
201011,110,21
201011,070,25
201011,014,3
201011,1712,2
201011,010,111
201011,161,2
201011,202,2
201011,0831,1
201011,055,1
201011,042,162
201011,190,33
201011,013,43
201011,012,32
201011,039,1
201011,020,55
201011,171,1
201011,172,4
201011,173,21
201011,046,45
201011,0234,2
201011,050,18
201011,060,10
201011,051,180
201011,022,6
201011,1053,1
201011,026,2
201011,032,4
201011,081,2
201011,0812,1
201011,130,18
201011,143,1
201011,163,3
201011,073,1
201011,1123,2
201011,154,1
201011,061,6
201011,031,2
201011,100,6
201011,125,1
201011,0332,1
201011,017,3
201011,074,3
201012,191,1
201012,026,3
201012,0831,37
201012,090,8
201012,0231,5
201012,019,1
201012,164,1
201012,1712,4
201012,045,9
201012,015,1
201012,128,3
201012,046,89
201012,193,6
201012,016,1
201012,075,5
201012,0353,1
201012,071,33
201012,051,82
201012,125,1
201012,115,2
201012,139,2
201012,033,2
201012,122,2
201012,010,117
201012,044,21
201012,173,24
201012,130,14
201012,012,11
201012,192,19
201012,0874,1
201012,0333,2
201012,057,31
201012,120,20
201012,091,2
201012,043,114
201012,013,21
201012,172,4
201012,100,8
201012,175,7
201012,054,3
201012,060,25
201012,040,135
201012,020,58
201012,023,3
201012,110,23
201012,114,4
201012,014,8
201012,180,3
201012,1821,2
201012,072,5
201012,031,2
201012,036,42
201012,112,13
201012,111,21
201012,050,1
201012,0311,1
201012,0841,16
201012,084,4
201012,032,1
201012,030,35
201012,190,20
201012,070,31
201012,073,3
201012,141,7
201012,022,4
201012,0234,2
201012,160,1
201012,080,23
201012,052,1
201012,042,127
201012,017,6
201101,114,1
201101,016,8
201101,0231,2
201101,050,5
201101,012,8
201101,014,4
201101,1821,5
201101,0841,3
201101,072,1
201101,163,1
201101,0332,13
201101,033,3
201101,111,12
201101,106,1
201101,057,9
201101,1712,1
201101,160,3
201101,060,14
201101,030,23
201101,112,10
201101,141,1
201101,020,66
201101,090,12
201101,193,1
201101,061,6
201101,100,4
201101,011,1
201101,0831,23
201101,073,6
201101,0253,1
201101,145,1
201101,032,4
201101,0874,1
201101,010,137
201101,042,199
201101,035,4
201101,154,1
201101,071,7
201101,051,90
201101,017,15
201101,043,122
201101,019,1
201101,084,8
201101,130,10
201101,172,2
201101,110,17
201101,052,4
201101,180,6
201101,022,8
201101,173,22
201101,018,2
201101,190,12
201101,013,26
201101,120,10
201101,128,1
201101,040,155
201101,080,19
201101,036,70
201101,026,6
201101,192,17
201101,174,1
201101,031,6
201101,070,14
201101,046,72
201102,020,70
201102,130,12
201102,1821,1
201102,023,1
201102,071,38
201102,084,2
201102,090,6
201102,032,1
201102,022,5
201102,033,8
201102,036,51
201102,193,1
201102,133,2
201102,128,2
201102,017,15
201102,163,5
201102,080,11
201102,074,1
201102,025,4
201102,050,13
201102,057,9
201102,100,9
201102,151,2
201102,055,4
201102,014,10
201102,0874,1
201102,031,1
201102,1832,3
201102,041,3
201102,061,8
201102,111,12
201102,172,5
201102,143,5
201102,192,11
201102,186,1
201102,120,28
201102,174,2
201102,1241,4
201102,141,6
201102,190,17
201102,114,8
201102,070,32
201102,112,20
201102,016,3
201102,0841,8
201102,010,139
201102,173,24
201102,040,59
201102,122,1
201102,043,91
201102,195,6
201102,042,124
201102,0311,3
201102,0831,1
201102,180,4
201102,138,3
201102,125,1
201102,062,5
201102,030,23
201102,140,1
201102,145,3
201102,1312,1
201102,012,19
201102,013,64
201102,1712,4
201102,073,1
201102,060,12
201102,015,5
201102,072,5
201102,046,42
201102,164,2
201102,0253,3
201102,051,138
201102,0211,2
201102,160,6
201102,026,11
201102,0842,6
201102,110,24
201102,027,2
201103,045,5
201103,046,37
201103,018,4
201103,013,54
201103,051,120
201103,026,1
201103,012,17
201103,073,7
201103,028,1
201103,1821,3
201103,0842,3
201103,130,12
201103,090,8
201103,033,1
201103,036,47
201103,070,37
201103,081,3
201103,120,20
201103,193,2
201103,181,2
201103,0874,2
201103,044,6
201103,192,17
201103,084,5
201103,114,7
201103,138,2
201103,111,17
201103,060,8
201103,145,1
201103,040,91
201103,160,3
201103,1124,1
201103,110,14
201103,010,160
201103,043,71
201103,017,26
201103,125,2
201103,072,7
201103,016,8
201103,1384,5
201103,032,3
201103,0231,2
201103,052,3
201103,014,8
201103,071,15
201103,030,18
201103,031,10
201103,023,1
201103,020,90
201103,042,75
201103,0831,1
201103,041,2
201103,190,23
201103,015,3
201103,0841,9
201103,061,4
201103,172,3
201103,062,3
201103,080,9
201103,163,1
201103,011,1
201103,112,33
201103,141,15
201103,022,1
201103,173,42
201103,100,6
201103,195,2
201103,057,16
201103,180,5
201104,046,10
201104,072,4
201104,016,5
201104,1712,2
201104,174,2
201104,050,11
201104,193,3
201104,051,156
201104,190,14
201104,150,1
201104,180,5
201104,173,13
201104,014,3
201104,1044,4
201104,040,43
201104,125,2
201104,070,29
201104,043,102
201104,0841,14
201104,013,27
201104,011,1
201104,030,16
201104,164,1
201104,026,6
201104,042,74
201104,060,30
201104,044,5
201104,080,9
201104,045,3
201104,084,6
201104,036,58
201104,017,64
201104,160,3
201104,1821,1
201104,114,2
201104,022,4
201104,192,8
201104,015,5
201104,010,137
201104,056,1
201104,171,1
201104,034,3
201104,057,4
201104,012,21
201104,141,1
201104,110,24
201104,054,3
201104,161,2
201104,130,3
201104,100,1
201104,041,4
201104,025,1
201104,145,1
201104,073,4
201104,071,18
201104,111,15
201104,115,1
201104,0831,2
201104,181,1
201104,032,3
201104,090,12
201104,0353,4
201104,120,24
201104,112,11
201104,020,41
201104,061,4
201105,174,3
201105,153,1
201105,026,3
201105,110,15
201105,141,7
201105,112,26
201105,042,64
201105,034,3
201105,138,4
201105,163,2
201105,070,45
201105,060,12
201105,0831,1
201105,081,1
201105,137,1
201105,051,194
201105,180,2
201105,192,3
201105,190,14
201105,106,1
201105,030,17
201105,120,22
201105,1384,6
201105,090,8
201105,043,77
201105,186,1
201105,064,1
201105,031,8
201105,080,7
201105,050,10
201105,114,4
201105,160,1
201105,013,32
201105,041,2
201105,172,1
201105,1712,2
201105,011,3
201105,032,1
201105,1823,2
201105,057,39
201105,071,24
201105,020,47
201105,040,55
201105,074,1
201105,111,22
201105,182,1
201105,100,12
201105,173,37
201105,0331,1
201105,046,24
201105,036,24
201105,0841,6
201105,193,3
201105,054,2
201105,1711,1
201105,0241,1
201105,022,3
201105,033,3
201105,1821,3
201105,130,3
201105,016,1
201105,012,13
201105,010,122
201105,084,5
201105,072,3
201105,145,1
201105,014,14
201105,0311,2
201105,017,26
201106,025,2
201106,0831,7
201106,174,1
201106,046,42
201106,071,20
201106,052,2
201106,0833,1
201106,181,5
201106,186,2
201106,190,37
201106,120,11
201106,044,6
201106,0312,2
201106,1823,3
201106,026,11
201106,057,9
201106,051,90
201106,193,1
201106,130,21
201106,134,4
201106,010,158
201106,045,1
201106,042,101
201106,091,1
201106,100,2
201106,020,50
201106,012,21
201106,013,32
201106,030,29
201106,0253,1
201106,141,2
201106,110,32
201106,084,2
201106,023,1
201106,040,67
201106,080,7
201106,114,7
201106,128,2
201106,111,30
201106,175,8
201106,062,4
201106,180,7
201106,172,1
201106,015,1
201106,014,14
201106,1123,2
201106,033,2
201106,036,26
201106,1712,1
201106,060,11
201106,160,2
201106,011,3
201106,073,6
201106,161,5
201106,083,1
201106,125,3
201106,0331,1
201106,022,2
201106,173,35
201106,017,11
201106,138,1
201106,061,5
201106,070,25
201106,043,100
201106,072,2
201106,016,4
201106,090,13
201106,050,5
201106,112,14
201106,0255,1
201106,192,3
201107,1412,2
201107,1821,2
201107,017,15
201107,1721,2
201107,020,40
201107,186,5
201107,1243,1
201107,071,20
201107,026,2
201107,062,2
201107,012,34
201107,036,42
201107,160,3
201107,073,1
201107,112,12
201107,055,1
201107,046,30
201107,173,34
201107,0874,2
201107,0842,1
201107,042,79
201107,013,32
201107,163,2
201107,016,14
201107,175,4
201107,032,8
201107,090,11
201107,040,97
201107,111,12
201107,031,3
201107,120,9
201107,0861,3
201107,022,8
201107,043,117
201107,011,1
201107,060,14
201107,110,22
201107,193,2
201107,190,27
201107,050,17
201107,130,8
201107,070,12
201107,025,1
201107,141,8
201107,014,6
201107,0833,1
201107,114,3
201107,0241,2
201107,192,4
201107,035,1
201107,0353,2
201107,0841,1
201107,061,5
201107,057,10
201107,051,89
201107,180,8
201107,015,4
201107,1712,3
201107,010,110
201107,172,4
201107,030,29
201107,100,4
201107,081,1
201107,084,9
201107,0214,2
201107,080,3
201107,033,2
201108,083,2
201108,023,1
201108,090,11
201108,141,9
201108,0831,5
201108,120,31
201108,173,32
201108,072,2
201108,022,2
201108,056,1
201108,138,1
201108,043,107
201108,111,27
201108,070,22
201108,042,114
201108,1041,2
201108,055,3
201108,057,19
201108,020,77
201108,114,10
201108,1721,3
201108,113,1
201108,192,2
201108,050,8
201108,0256,2
201108,018,5
201108,071,16
201108,0253,3
201108,080,12
201108,175,2
201108,037,1
201108,015,8
201108,081,2
201108,0871,1
201108,0861,4
201108,0874,1
201108,073,11
201108,061,11
201108,185,2
201108,172,2
201108,0311,2
201108,142,1
201108,062,2
201108,186,2
201108,1822,4
201108,1821,2
201108,130,12
201108,030,23
201108,084,3
201108,153,1
201108,0214,2
201108,180,18
201108,0241,2
201108,025,3
201108,014,2
201108,190,24
201108,074,4
201108,032,2
201108,164,3
201108,145,5
201108,160,9
201108,013,35
201108,016,3
201108,112,16
201108,0331,3
201108,1712,1
201108,1722,1
201108,033,6
201108,193,9
201108,125,3
201108,1014,1
201108,171,1
201108,1723,3
201108,060,26
201108,026,5
201108,051,94
201108,194,1
201108,110,55
201108,040,68
201108,012,19
201108,100,8
201108,031,1
201108,034,2
201108,010,129
201108,036,25
201108,0842,1
201108,0841,6
201108,046,21
201108,017,21
201109,090,17
201109,057,7
201109,012,22
201109,173,22
201109,128,3
201109,046,50
201109,138,4
201109,051,128
201109,0241,2
201109,018,2
201109,0841,17
201109,011,1
201109,174,1
201109,060,26
201109,1043,3
201109,023,2
201109,022,2
201109,010,158
201109,084,6
201109,056,2
201109,027,3
201109,100,15
201109,101,3
201109,026,1
201109,020,62
201109,182,7
201109,0831,2
201109,180,5
201109,111,25
201109,130,15
201109,1712,6
201109,015,4
201109,017,3
201109,141,5
201109,074,1
201109,0253,1
201109,154,5
201109,073,4
201109,050,13
201109,080,11
201109,039,1
201109,112,18
201109,1821,1
201109,163,1
201109,045,4
201109,043,116
201109,0833,1
201109,070,27
201109,040,89
201109,061,7
201109,190,38
201109,028,1
201109,030,22
201109,0214,3
201109,120,18
201109,110,31
201109,072,5
201109,071,16
201109,044,3
201109,036,51
201109,081,1
201109,140,1
201109,055,1
201109,042,104
201109,0874,1
201109,186,2
201109,114,3
201109,160,3
201109,016,5
201109,153,1
201109,125,1
201109,193,9
201109,1014,2
201109,025,1
201109,031,7
201109,1412,2
201109,014,3
201109,172,10
201109,0332,3
201109,013,34
201109,1822,1
201110,0831,2
201110,141,5
201110,055,1
201110,084,5
201110,051,106
201110,057,6
201110,160,2
201110,022,3
201110,111,17
201110,163,6
201110,110,18
201110,013,33
201110,186,3
201110,114,2
201110,112,23
201110,180,6
201110,081,4
201110,017,12
201110,016,4
201110,054,1
201110,072,6
201110,080,10
201110,120,12
201110,020,42
201110,028,5
201110,031,2
201110,050,24
201110,018,1
201110,0214,1
201110,1123,1
201110,043,85
201110,071,19
201110,073,2
201110,190,14
201110,090,6
201110,128,1
201110,182,3
201110,014,9
201110,070,11
201110,012,18
201110,1243,1
201110,193,1
201110,026,2
201110,1723,2
201110,040,69
201110,175,2
201110,0351,2
201110,0332,2
201110,060,9
201110,173,23
201110,030,28
201110,074,10
201110,036,52
201110,045,1
201110,0311,1
201110,037,6
201110,0353,1
201110,172,3
201110,015,6
201110,042,87
201110,0841,7
201110,100,7
201110,032,1
201110,010,142
201110,027,3
201110,1312,1
201110,061,1
201110,082,1
201110,046,45
201110,044,12
201110,151,1
201110,091,1
201110,130,3
201110,1821,6
201111,073,1
201111,1821,6
201111,040,74
201111,0862,1
201111,018,3
201111,051,117
201111,030,28
201111,190,19
201111,120,13
201111,042,104
201111,090,6
201111,041,11
201111,072,6
201111,0214,1
201111,020,74
201111,057,11
201111,0841,7
201111,013,42
201111,046,26
201111,054,1
201111,070,19
201111,0831,1
201111,022,3
201111,1121,2
201111,023,4
201111,100,15
201111,110,39
201111,080,29
201111,071,19
201111,173,49
201111,017,4
201111,180,7
201111,114,7
201111,141,4
201111,036,37
201111,1384,1
201111,031,4
201111,192,1
201111,052,1
201111,037,1
201111,193,4
201111,160,6
201111,062,1
201111,016,3
201111,050,5
201111,0333,1
201111,044,5
201111,182,2
201111,0874,2
201111,172,1
201111,081,6
201111,033,1
201111,061,5
201111,026,4
201111,043,103
201111,025,1
201111,1712,1
201111,084,3
201111,0234,1
201111,012,20
201111,139,1
201111,014,3
201111,112,19
201111,111,14
201111,0334,4
201111,0311,2
201111,045,2
201111,010,151
201111,060,13
201111,130,12
201111,015,2
201112,1712,2
201112,192,8
201112,120,14
201112,017,3
201112,173,41
201112,043,57
201112,180,8
201112,014,1
201112,036,20
201112,084,6
201112,140,2
201112,015,1
201112,057,13
201112,042,50
201112,062,3
201112,030,29
201112,172,6
201112,013,28
201112,0234,1
201112,112,22
201112,071,28
201112,182,1
201112,033,3
201112,031,1
201112,1014,1
201112,0862,1
201112,0311,3
201112,061,3
201112,026,3
201112,134,1
201112,081,6
201112,032,5
201112,046,34
201112,040,32
201112,018,4
201112,010,97
201112,025,1
201112,114,1
201112,051,89
201112,0841,2
201112,012,11
201112,100,6
201112,060,36
201112,0253,1
201112,130,7
201112,174,2
201112,160,7
201112,190,11
201112,141,2
201112,111,17
201112,011,2
201112,131,1
201112,1821,1
201112,070,18
201112,020,38
201112,125,1
201112,080,12
201112,0831,5
201112,0231,1
201112,101,4
201112,016,4
201112,090,5
201112,110,25
201112,050,5
201112,153,1
201112,072,1
201201,051,100
201201,128,1
201201,192,1
201201,153,5
201201,043,73
201201,046,12
201201,193,2
201201,073,1
201201,181,4
201201,026,4
201201,173,26
201201,010,94
201201,100,4
201201,084,4
201201,023,1
201201,071,7
201201,090,12
201201,160,2
201201,040,29
201201,014,5
201201,0874,1
201201,114,3
201201,070,19
201201,042,65
201201,044,5
201201,055,1
201201,180,6
201201,110,17
201201,016,4
201201,080,5
201201,0311,1
201201,057,9
201201,0831,5
201201,1821,1
201201,0841,9
201201,031,13
201201,182,1
201201,081,2
201201,022,2
201201,054,7
201201,111,17
201201,017,4
201201,012,11
201201,013,22
201201,172,8
201201,141,6
201201,0332,1
201201,035,1
201201,020,46
201201,120,14
201201,030,16
201201,112,30
201201,015,3
201201,056,1
201201,060,6
201201,143,1
201201,061,3
201201,130,2
201201,190,24
201201,1123,5
201201,036,27
201201,138,1
201201,050,1
201202,046,25
201202,138,1
201202,017,2
201202,1721,6
201202,154,1
201202,026,3
201202,041,1
201202,042,84
201202,043,71
201202,110,15
201202,012,13
201202,062,4
201202,090,8
201202,057,8
201202,080,6
201202,071,12
201202,0332,1
201202,0841,12
201202,130,15
201202,060,12
201202,1712,4
201202,160,2
201202,013,27
201202,045,2
201202,011,3
201202,141,2
201202,084,4
201202,182,3
201202,061,1
201202,164,6
201202,0833,1
201202,186,2
201202,100,5
201202,081,1
201202,1822,1
201202,173,11
201202,180,6
201202,020,56
201202,174,2
201202,031,1
201202,150,1
201202,040,55
201202,015,1
201202,036,22
201202,114,2
201202,072,7
201202,033,3
201202,125,2
201202,131,1
201202,028,4
201202,1821,2
201202,051,78
201202,0831,1
201202,193,1
201202,016,13
201202,030,10
201202,1123,6
201202,112,24
201202,0334,2
201202,185,1
201202,0311,1
201202,032,1
201202,120,18
201202,190,10
201202,073,1
201202,010,102
201202,050,4
201202,111,9
201202,055,2
201202,014,4
201202,070,12
201203,033,1
201203,070,25
201203,042,124
201203,073,6
201203,060,30
201203,150,1
201203,100,12
201203,044,2
201203,026,9
201203,081,5
201203,193,1
201203,145,2
201203,018,7
201203,0234,2
201203,011,2
201203,022,2
201203,036,54
201203,110,21
201203,111,30
201203,164,1
201203,030,17
201203,057,31
201203,040,129
201203,154,4
201203,161,1
201203,0874,2
201203,051,123
201203,120,21
201203,172,7
201203,084,4
201203,016,1
201203,182,6
201203,032,2
201203,080,4
201203,138,2
201203,020,76
201203,043,150
201203,190,18
201203,181,2
201203,074,2
201203,0861,2
201203,015,1
201203,072,4
201203,1124,1
201203,012,8
201203,130,11
201203,1712,3
201203,025,1
201203,014,13
201203,0841,7
201203,027,1
201203,045,2
201203,013,40
201203,160,2
201203,017,10
201203,090,13
201203,180,3
201203,173,32
201203,046,51
201203,114,8
201203,050,3
201203,071,17
201203,0831,1
201203,141,16
201203,1821,1
201203,010,157
201203,163,5
201203,112,8
201203,192,12
201203,023,2
201203,031,1
201203,1711,2
201204,181,1
201204,025,1
201204,128,1
201204,173,185
201204,163,5
201204,174,3
201204,1712,2
201204,175,1
201204,070,23
201204,160,4
201204,084,8
201204,057,5
201204,073,11
201204,120,27
201204,011,2
201204,051,177
201204,030,5
201204,180,17
201204,111,17
201204,190,48
201204,100,7
201204,071,26
201204,112,32
201204,1823,2
201204,074,4
201204,061,2
201204,193,5
201204,017,13
201204,114,1
201204,161,1
201204,141,7
201204,0243,6
201204,062,3
201204,015,9
201204,042,112
201204,0831,4
201204,010,147
201204,020,60
201204,1822,7
201204,0331,2
201204,046,47
201204,0333,1
201204,172,4
201204,1124,2
201204,090,46
201204,186,2
201204,018,1
201204,0861,2
201204,145,2
201204,014,7
201204,072,15
201204,036,41
201204,0353,1
201204,192,3
201204,130,9
201204,1231,1
201204,0234,1
201204,031,10
201204,154,5
201204,080,12
201204,101,1
201204,016,11
201204,162,2
201204,033,1
201204,0356,1
201204,1053,1
201204,0874,5
201204,040,48
201204,0232,1
201204,013,78
201204,043,157
201204,0311,7
201204,050,6
201204,138,4
201204,110,26
201204,0841,6
201204,012,22
201204,1821,24
201204,060,23
201205,0831,3
201205,172,17
201205,161,1
201205,032,3
201205,186,1
201205,130,4
201205,042,187
201205,010,163
201205,046,65
201205,011,1
201205,182,1
201205,056,2
201205,070,23
201205,012,16
201205,022,3
201205,062,1
201205,031,6
201205,018,4
201205,145,1
201205,114,3
201205,150,2
201205,050,8
201205,112,24
201205,013,37
201205,061,2
201205,014,7
201205,160,1
201205,0311,2
201205,090,32
201205,125,2
201205,0874,6
201205,0332,2
201205,173,185
201205,025,6
201205,052,3
201205,051,152
201205,044,6
201205,071,24
201205,017,19
201205,015,4
201205,1822,1
201205,036,61
201205,190,33
201205,0841,14
201205,074,46
201205,1124,4
201205,041,2
201205,141,7
201205,1821,6
201205,060,30
201205,043,156
201205,111,33
201205,138,4
201205,101,1
201205,175,4
201205,0231,3
201205,020,119
201205,072,9
201205,055,2
201205,030,16
201205,192,16
201205,181,2
201205,143,2
201205,140,2
201205,116,11
201205,084,3
201205,1712,5
201205,026,2
201205,0871,3
201205,152,2
201205,057,10
201205,080,14
201205,028,5
201205,100,9
201205,081,1
201205,110,34
201205,193,7
201205,019,2
201205,180,2
201205,120,33
201205,040,97
201206,062,3
201206,1821,2
201206,046,46
201206,014,4
201206,090,14
201206,061,4
201206,080,11
201206,111,15
201206,018,4
201206,033,1
201206,084,2
201206,0211,2
201206,036,41
201206,010,112
201206,192,11
201206,044,2
201206,138,2
201206,172,3
201206,1043,3
201206,110,22
201206,032,2
201206,112,12
201206,025,4
201206,115,6
201206,190,14
201206,1014,1
201206,055,1
201206,026,7
201206,0331,1
201206,128,2
201206,0353,2
201206,035,1
201206,143,1
201206,015,4
201206,016,5
201206,072,1
201206,050,4
201206,193,8
201206,071,16
201206,040,91
201206,186,2
201206,154,1
201206,0311,2
201206,043,71
201206,017,1
201206,173,27
201206,013,26
201206,131,2
201206,060,27
201206,0841,3
201206,053,2
201206,057,23
201206,022,1
201206,141,11
201206,020,61
201206,030,11
201206,120,45
201206,160,2
201206,012,13
201206,0241,2
201206,073,3
201206,070,34
201206,023,2
201206,011,1
201206,182,4
201206,051,102
201206,1712,2
201206,114,6
201206,0833,1
201206,175,2
201206,042,73
201206,125,2
201206,150,2
201206,1721,2
201206,100,21
201206,130,3
201207,040,38
201207,125,2
201207,052,5
201207,030,9
201207,074,2
201207,012,10
201207,112,16
201207,020,64
201207,014,2
201207,081,3
201207,051,102
201207,036,39
201207,0841,4
201207,027,1
201207,080,8
201207,181,1
